,Unnamed: 0_x,Content ID,Reaction Type,Datetime,Unnamed: 0_y,Content Type,Category,Unnamed: 0,Sentiment,Score,Top 5 Category
6518,6772,590873fc-e921-4396-a173-a43451675afc,scared,2020-08-20 07:15:08,258,GIF,studying,14,negative,15,Other
6519,6773,590873fc-e921-4396-a173-a43451675afc,interested,2021-01-26 10:01:18,258,GIF,studying,4,positive,30,Other
6520,6774,590873fc-e921-4396-a173-a43451675afc,indifferent,2021-03-05 22:57:57,258,GIF,studying,5,neutral,20,Other
6521,6775,590873fc-e921-4396-a173-a43451675afc,scared,2020-09-29 14:41:49,258,GIF,studying,14,negative,15,Other
6522,6776,590873fc-e921-4396-a173-a43451675afc,hate,2020-09-24 01:35:03,258,GIF,studying,3,negative,5,Other
6523,6777,590873fc-e921-4396-a173-a43451675afc,dislike,2021-01-20 13:36:57,258,GIF,studying,11,negative,10,Other
6524,6778,590873fc-e921-4396-a173-a43451675afc,hate,2020-11-21 16:21:55,258,GIF,studying,3,negative,5,Other
6525,6779,590873fc-e921-4396-a173-a43451675afc,super love,2021-04-11 23:24:18,258,GIF,studying,7,positive,75,Other
6526,6780,590873fc-e921-4396-a173-a43451675afc,dislike,2021-04-15 18:17:01,258,GIF,studying,11,negative,10,Other
6527,6781,590873fc-e921-4396-a173-a43451675afc,super love,2021-02-28 16:16:42,258,GIF,studying,7,positive,75,Other
6528,6782,590873fc-e921-4396-a173-a43451675afc,want,2020-10-19 03:55:25,258,GIF,studying,1,positive,70,Other
6529,6783,590873fc-e921-4396-a173-a43451675afc,disgust,2020-11-05 23:29:33,258,GIF,studying,2,negative,0,Other
6530,6784,590873fc-e921-4396-a173-a43451675afc,worried,2021-04-08 18:16:28,258,GIF,studying,15,negative,12,Other
6531,6785,590873fc-e921-4396-a173-a43451675afc,dislike,2021-05-23 16:37:12,258,GIF,studying,11,negative,10,Other
6532,6786,590873fc-e921-4396-a173-a43451675afc,interested,2021-03-26 07:38:43,258,GIF,studying,4,positive,30,Other
6533,6787,590873fc-e921-4396-a173-a43451675afc,intrigued,2021-04-10 14:24:27,258,GIF,studying,12,positive,45,Other
6534,6788,590873fc-e921-4396-a173-a43451675afc,indifferent,2020-12-02 09:31:48,258,GIF,studying,5,neutral,20,Other
6535,6789,590873fc-e921-4396-a173-a43451675afc,cherish,2020-12-30 18:45:47,258,GIF,studying,8,positive,70,Other
6536,6790,590873fc-e921-4396-a173-a43451675afc,scared,2021-06-16 15:26:40,258,GIF,studying,14,negative,15,Other
6537,6791,590873fc-e921-4396-a173-a43451675afc,disgust,2020-10-30 09:23:17,258,GIF,studying,2,negative,0,Other
6538,6792,590873fc-e921-4396-a173-a43451675afc,peeking,2020-11-08 07:52:44,258,GIF,studying,13,neutral,35,Other
6539,6793,590873fc-e921-4396-a173-a43451675afc,indifferent,2021-02-25 01:12:10,258,GIF,studying,5,neutral,20,Other
6540,6794,590873fc-e921-4396-a173-a43451675afc,heart,2020-07-19 09:16:08,258,GIF,studying,0,positive,60,Other
6541,6795,590873fc-e921-4396-a173-a43451675afc,like,2021-01-17 02:40:36,258,GIF,studying,10,positive,50,Other
6542,6796,590873fc-e921-4396-a173-a43451675afc,cherish,2021-02-22 14:11:48,258,GIF,studying,8,positive,70,Other
6543,6797,590873fc-e921-4396-a173-a43451675afc,want,2020-09-11 15:48:08,258,GIF,studying,1,positive,70,Other
6544,6798,590873fc-e921-4396-a173-a43451675afc,super love,2020-06-21 07:31:17,258,GIF,studying,7,positive,75,Other
6545,6800,b4c71928-99f0-4f1e-bdff-3d99c16113ac,scared,2020-07-07 08:05:20,259,video,travel,14,negative,15,Other
6546,6801,b4c71928-99f0-4f1e-bdff-3d99c16113ac,heart,2020-12-16 09:57:49,259,video,travel,0,positive,60,Other
6547,6802,b4c71928-99f0-4f1e-bdff-3d99c16113ac,hate,2021-05-02 12:26:38,259,video,travel,3,negative,5,Other
6548,6803,b4c71928-99f0-4f1e-bdff-3d99c16113ac,super love,2020-07-29 18:13:10,259,video,travel,7,positive,75,Other
6549,6804,b4c71928-99f0-4f1e-bdff-3d99c16113ac,scared,2021-06-08 06:56:52,259,video,travel,14,negative,15,Other
6550,6805,b4c71928-99f0-4f1e-bdff-3d99c16113ac,love,2021-04-09 23:30:27,259,video,travel,6,positive,65,Other
6551,6806,b4c71928-99f0-4f1e-bdff-3d99c16113ac,cherish,2021-05-26 00:20:41,259,video,travel,8,positive,70,Other
6552,6807,b4c71928-99f0-4f1e-bdff-3d99c16113ac,super love,2020-06-29 16:31:41,259,video,travel,7,positive,75,Other
6553,6808,b4c71928-99f0-4f1e-bdff-3d99c16113ac,scared,2021-02-04 12:52:54,259,video,travel,14,negative,15,Other
6554,6809,b4c71928-99f0-4f1e-bdff-3d99c16113ac,peeking,2021-05-12 00:45:29,259,video,travel,13,neutral,35,Other
6555,6810,b4c71928-99f0-4f1e-bdff-3d99c16113ac,interested,2020-07-20 12:05:51,259,video,travel,4,positive,30,Other
6556,6811,b4c71928-99f0-4f1e-bdff-3d99c16113ac,dislike,2020-07-26 10:49:39,259,video,travel,11,negative,10,Other
6557,6812,b4c71928-99f0-4f1e-bdff-3d99c16113ac,heart,2020-12-28 02:34:30,259,video,travel,0,positive,60,Other
6558,6813,b4c71928-99f0-4f1e-bdff-3d99c16113ac,disgust,2021-02-08 02:19:10,259,video,travel,2,negative,0,Other
6559,6814,b4c71928-99f0-4f1e-bdff-3d99c16113ac,cherish,2021-03-28 10:46:20,259,video,travel,8,positive,70,Other
6560,6815,b4c71928-99f0-4f1e-bdff-3d99c16113ac,cherish,2020-07-07 03:52:17,259,video,travel,8,positive,70,Other
6561,6816,b4c71928-99f0-4f1e-bdff-3d99c16113ac,worried,2020-07-06 06:09:20,259,video,travel,15,negative,12,Other
6562,6817,b4c71928-99f0-4f1e-bdff-3d99c16113ac,love,2020-09-04 02:22:53,259,video,travel,6,positive,65,Other
6563,6818,b4c71928-99f0-4f1e-bdff-3d99c16113ac,worried,2021-04-22 07:11:28,259,video,travel,15,negative,12,Other
6564,6819,b4c71928-99f0-4f1e-bdff-3d99c16113ac,peeking,2020-08-23 22:21:17,259,video,travel,13,neutral,35,Other
6565,6820,b4c71928-99f0-4f1e-bdff-3d99c16113ac,scared,2020-12-06 10:44:01,259,video,travel,14,negative,15,Other
6566,6821,b4c71928-99f0-4f1e-bdff-3d99c16113ac,want,2021-01-18 09:07:18,259,video,travel,1,positive,70,Other
6567,6822,b4c71928-99f0-4f1e-bdff-3d99c16113ac,interested,2021-03-04 14:50:56,259,video,travel,4,positive,30,Other
6568,6823,b4c71928-99f0-4f1e-bdff-3d99c16113ac,scared,2020-08-05 09:19:13,259,video,travel,14,negative,15,Other
6569,6824,b4c71928-99f0-4f1e-bdff-3d99c16113ac,love,2020-12-27 05:50:26,259,video,travel,6,positive,65,Other
6570,6825,b4c71928-99f0-4f1e-bdff-3d99c16113ac,want,2021-02-06 06:55:38,259,video,travel,1,positive,70,Other
6571,6826,b4c71928-99f0-4f1e-bdff-3d99c16113ac,dislike,2021-05-02 04:11:38,259,video,travel,11,negative,10,Other
6572,6827,b4c71928-99f0-4f1e-bdff-3d99c16113ac,peeking,2021-01-23 21:49:24,259,video,travel,13,neutral,35,Other
6573,6828,b4c71928-99f0-4f1e-bdff-3d99c16113ac,scared,2021-04-11 14:08:35,259,video,travel,14,negative,15,Other
6574,6829,b4c71928-99f0-4f1e-bdff-3d99c16113ac,indifferent,2021-04-07 11:37:34,259,video,travel,5,neutral,20,Other
6575,6830,b4c71928-99f0-4f1e-bdff-3d99c16113ac,intrigued,2020-11-19 08:00:26,259,video,travel,12,positive,45,Other
6576,6831,b4c71928-99f0-4f1e-bdff-3d99c16113ac,super love,2021-04-07 07:57:06,259,video,travel,7,positive,75,Other
6577,6832,b4c71928-99f0-4f1e-bdff-3d99c16113ac,adore,2021-03-14 03:39:06,259,video,travel,9,positive,72,Other
6578,6833,b4c71928-99f0-4f1e-bdff-3d99c16113ac,disgust,2020-08-08 01:43:10,259,video,travel,2,negative,0,Other
6579,6834,b4c71928-99f0-4f1e-bdff-3d99c16113ac,indifferent,2021-05-02 21:34:57,259,video,travel,5,neutral,20,Other
6580,6835,b4c71928-99f0-4f1e-bdff-3d99c16113ac,peeking,2020-08-14 11:05:28,259,video,travel,13,neutral,35,Other
6581,6836,b4c71928-99f0-4f1e-bdff-3d99c16113ac,dislike,2020-11-20 18:47:53,259,video,travel,11,negative,10,Other
6582,6838,c7b02507-18a2-4169-91f1-4fc727c8bc03,cherish,2021-02-13 08:31:30,260,GIF,dogs,8,positive,70,Other
6583,6839,c7b02507-18a2-4169-91f1-4fc727c8bc03,adore,2020-08-18 08:58:14,260,GIF,dogs,9,positive,72,Other
6584,6840,c7b02507-18a2-4169-91f1-4fc727c8bc03,heart,2020-10-28 16:20:54,260,GIF,dogs,0,positive,60,Other
6585,6841,c7b02507-18a2-4169-91f1-4fc727c8bc03,dislike,2021-05-22 17:28:35,260,GIF,dogs,11,negative,10,Other
6586,6842,c7b02507-18a2-4169-91f1-4fc727c8bc03,like,2021-05-07 12:56:51,260,GIF,dogs,10,positive,50,Other
6587,6843,c7b02507-18a2-4169-91f1-4fc727c8bc03,adore,2021-04-09 16:19:25,260,GIF,dogs,9,positive,72,Other
6588,6844,c7b02507-18a2-4169-91f1-4fc727c8bc03,indifferent,2021-06-14 02:11:20,260,GIF,dogs,5,neutral,20,Other
6589,6845,c7b02507-18a2-4169-91f1-4fc727c8bc03,worried,2021-01-22 13:40:03,260,GIF,dogs,15,negative,12,Other
6590,6846,c7b02507-18a2-4169-91f1-4fc727c8bc03,scared,2021-02-18 02:31:29,260,GIF,dogs,14,negative,15,Other
6591,6847,c7b02507-18a2-4169-91f1-4fc727c8bc03,adore,2020-07-24 06:24:18,260,GIF,dogs,9,positive,72,Other
6592,6848,c7b02507-18a2-4169-91f1-4fc727c8bc03,cherish,2020-09-17 13:34:56,260,GIF,dogs,8,positive,70,Other
6593,6849,c7b02507-18a2-4169-91f1-4fc727c8bc03,like,2020-12-16 06:19:42,260,GIF,dogs,10,positive,50,Other
6594,6850,c7b02507-18a2-4169-91f1-4fc727c8bc03,want,2020-10-06 05:14:04,260,GIF,dogs,1,positive,70,Other
6595,6851,c7b02507-18a2-4169-91f1-4fc727c8bc03,want,2021-01-19 02:32:13,260,GIF,dogs,1,positive,70,Other
6596,6852,c7b02507-18a2-4169-91f1-4fc727c8bc03,like,2021-04-11 04:20:07,260,GIF,dogs,10,positive,50,Other
6597,6853,c7b02507-18a2-4169-91f1-4fc727c8bc03,love,2021-04-14 02:46:34,260,GIF,dogs,6,positive,65,Other
6598,6854,c7b02507-18a2-4169-91f1-4fc727c8bc03,hate,2021-05-16 19:09:36,260,GIF,dogs,3,negative,5,Other
6599,6855,c7b02507-18a2-4169-91f1-4fc727c8bc03,adore,2020-10-16 16:41:42,260,GIF,dogs,9,positive,72,Other
6600,6856,c7b02507-18a2-4169-91f1-4fc727c8bc03,worried,2020-07-17 17:30:35,260,GIF,dogs,15,negative,12,Other
6601,6857,c7b02507-18a2-4169-91f1-4fc727c8bc03,scared,2021-04-30 04:06:13,260,GIF,dogs,14,negative,15,Other
6602,6858,c7b02507-18a2-4169-91f1-4fc727c8bc03,peeking,2021-06-08 11:23:52,260,GIF,dogs,13,neutral,35,Other
6603,6859,c7b02507-18a2-4169-91f1-4fc727c8bc03,super love,2020-11-25 22:43:02,260,GIF,dogs,7,positive,75,Other
6604,6860,c7b02507-18a2-4169-91f1-4fc727c8bc03,dislike,2020-08-19 01:06:50,260,GIF,dogs,11,negative,10,Other
6605,6861,c7b02507-18a2-4169-91f1-4fc727c8bc03,indifferent,2021-05-30 21:33:50,260,GIF,dogs,5,neutral,20,Other
6606,6862,c7b02507-18a2-4169-91f1-4fc727c8bc03,scared,2021-02-21 17:42:09,260,GIF,dogs,14,negative,15,Other
6607,6863,c7b02507-18a2-4169-91f1-4fc727c8bc03,love,2021-03-08 15:15:31,260,GIF,dogs,6,positive,65,Other
6608,6864,c7b02507-18a2-4169-91f1-4fc727c8bc03,interested,2021-04-21 00:24:11,260,GIF,dogs,4,positive,30,Other
6609,6865,c7b02507-18a2-4169-91f1-4fc727c8bc03,heart,2020-06-30 08:18:09,260,GIF,dogs,0,positive,60,Other
6610,6866,c7b02507-18a2-4169-91f1-4fc727c8bc03,cherish,2021-06-06 15:48:41,260,GIF,dogs,8,positive,70,Other
6611,6867,c7b02507-18a2-4169-91f1-4fc727c8bc03,hate,2021-04-22 06:16:39,260,GIF,dogs,3,negative,5,Other
6612,6868,c7b02507-18a2-4169-91f1-4fc727c8bc03,want,2020-11-16 14:09:31,260,GIF,dogs,1,positive,70,Other
6613,6869,c7b02507-18a2-4169-91f1-4fc727c8bc03,interested,2021-06-02 21:14:23,260,GIF,dogs,4,positive,30,Other
6614,6870,c7b02507-18a2-4169-91f1-4fc727c8bc03,interested,2021-05-17 02:33:10,260,GIF,dogs,4,positive,30,Other
6615,6871,c7b02507-18a2-4169-91f1-4fc727c8bc03,indifferent,2020-08-21 03:07:02,260,GIF,dogs,5,neutral,20,Other
6616,6872,c7b02507-18a2-4169-91f1-4fc727c8bc03,adore,2020-12-22 20:43:56,260,GIF,dogs,9,positive,72,Other
6617,6873,c7b02507-18a2-4169-91f1-4fc727c8bc03,intrigued,2020-11-05 19:01:54,260,GIF,dogs,12,positive,45,Other
6618,6874,c7b02507-18a2-4169-91f1-4fc727c8bc03,dislike,2021-03-06 15:19:34,260,GIF,dogs,11,negative,10,Other
6619,6875,c7b02507-18a2-4169-91f1-4fc727c8bc03,like,2020-09-19 12:00:41,260,GIF,dogs,10,positive,50,Other
6620,6876,c7b02507-18a2-4169-91f1-4fc727c8bc03,dislike,2021-05-24 06:04:53,260,GIF,dogs,11,negative,10,Other
6621,6877,c7b02507-18a2-4169-91f1-4fc727c8bc03,interested,2020-11-17 11:28:08,260,GIF,dogs,4,positive,30,Other
6622,6878,c7b02507-18a2-4169-91f1-4fc727c8bc03,disgust,2021-06-16 09:26:57,260,GIF,dogs,2,negative,0,Other
6623,6879,c7b02507-18a2-4169-91f1-4fc727c8bc03,cherish,2021-03-19 00:47:30,260,GIF,dogs,8,positive,70,Other
6624,6880,c7b02507-18a2-4169-91f1-4fc727c8bc03,intrigued,2021-02-20 08:26:20,260,GIF,dogs,12,positive,45,Other
6625,6881,c7b02507-18a2-4169-91f1-4fc727c8bc03,intrigued,2020-10-06 00:32:40,260,GIF,dogs,12,positive,45,Other
6626,6883,70b0202f-cd58-42fe-acd9-7b2f8cf9e7c6,dislike,2021-04-21 00:57:07,261,video,cooking,11,negative,10,cooking
6627,6884,70b0202f-cd58-42fe-acd9-7b2f8cf9e7c6,indifferent,2021-03-22 22:19:52,261,video,cooking,5,neutral,20,cooking
6628,6885,70b0202f-cd58-42fe-acd9-7b2f8cf9e7c6,worried,2021-01-08 09:47:02,261,video,cooking,15,negative,12,cooking
6629,6886,70b0202f-cd58-42fe-acd9-7b2f8cf9e7c6,peeking,2021-06-14 11:37:20,261,video,cooking,13,neutral,35,cooking
6630,6887,70b0202f-cd58-42fe-acd9-7b2f8cf9e7c6,cherish,2020-09-25 07:48:50,261,video,cooking,8,positive,70,cooking
6631,6888,70b0202f-cd58-42fe-acd9-7b2f8cf9e7c6,hate,2020-12-15 04:03:17,261,video,cooking,3,negative,5,cooking
6632,6889,70b0202f-cd58-42fe-acd9-7b2f8cf9e7c6,dislike,2021-06-06 00:03:25,261,video,cooking,11,negative,10,cooking
6633,6890,70b0202f-cd58-42fe-acd9-7b2f8cf9e7c6,interested,2020-12-15 08:15:57,261,video,cooking,4,positive,30,cooking
6634,6891,70b0202f-cd58-42fe-acd9-7b2f8cf9e7c6,cherish,2020-08-12 21:26:47,261,video,cooking,8,positive,70,cooking
6635,6892,70b0202f-cd58-42fe-acd9-7b2f8cf9e7c6,scared,2020-06-18 08:22:47,261,video,cooking,14,negative,15,cooking
6636,6893,70b0202f-cd58-42fe-acd9-7b2f8cf9e7c6,adore,2020-09-09 05:02:03,261,video,cooking,9,positive,72,cooking
6637,6894,70b0202f-cd58-42fe-acd9-7b2f8cf9e7c6,dislike,2020-07-20 00:36:50,261,video,cooking,11,negative,10,cooking
6638,6895,70b0202f-cd58-42fe-acd9-7b2f8cf9e7c6,adore,2020-09-01 04:38:58,261,video,cooking,9,positive,72,cooking
6639,6896,70b0202f-cd58-42fe-acd9-7b2f8cf9e7c6,adore,2020-10-24 07:10:43,261,video,cooking,9,positive,72,cooking
6640,6897,70b0202f-cd58-42fe-acd9-7b2f8cf9e7c6,adore,2021-06-06 17:48:38,261,video,cooking,9,positive,72,cooking
6641,6898,70b0202f-cd58-42fe-acd9-7b2f8cf9e7c6,indifferent,2020-12-28 08:49:49,261,video,cooking,5,neutral,20,cooking
6642,6899,70b0202f-cd58-42fe-acd9-7b2f8cf9e7c6,worried,2021-03-31 16:35:40,261,video,cooking,15,negative,12,cooking
6643,6900,70b0202f-cd58-42fe-acd9-7b2f8cf9e7c6,super love,2021-02-15 16:30:14,261,video,cooking,7,positive,75,cooking
6644,6901,70b0202f-cd58-42fe-acd9-7b2f8cf9e7c6,want,2021-05-30 03:53:31,261,video,cooking,1,positive,70,cooking
6645,6902,70b0202f-cd58-42fe-acd9-7b2f8cf9e7c6,super love,2020-07-22 15:05:25,261,video,cooking,7,positive,75,cooking
6646,6903,70b0202f-cd58-42fe-acd9-7b2f8cf9e7c6,like,2021-06-18 07:44:58,261,video,cooking,10,positive,50,cooking
6647,6904,70b0202f-cd58-42fe-acd9-7b2f8cf9e7c6,indifferent,2020-07-15 11:34:29,261,video,cooking,5,neutral,20,cooking
6648,6905,70b0202f-cd58-42fe-acd9-7b2f8cf9e7c6,heart,2020-10-12 23:18:14,261,video,cooking,0,positive,60,cooking
6649,6906,70b0202f-cd58-42fe-acd9-7b2f8cf9e7c6,cherish,2021-03-29 13:10:41,261,video,cooking,8,positive,70,cooking
6650,6907,70b0202f-cd58-42fe-acd9-7b2f8cf9e7c6,disgust,2020-10-18 09:01:37,261,video,cooking,2,negative,0,cooking
6651,6908,70b0202f-cd58-42fe-acd9-7b2f8cf9e7c6,intrigued,2021-03-02 03:04:22,261,video,cooking,12,positive,45,cooking
6652,6909,70b0202f-cd58-42fe-acd9-7b2f8cf9e7c6,worried,2020-10-09 22:22:53,261,video,cooking,15,negative,12,cooking
6653,6910,70b0202f-cd58-42fe-acd9-7b2f8cf9e7c6,intrigued,2020-08-03 07:40:26,261,video,cooking,12,positive,45,cooking
6654,6911,70b0202f-cd58-42fe-acd9-7b2f8cf9e7c6,cherish,2021-01-07 05:50:36,261,video,cooking,8,positive,70,cooking
6655,6912,70b0202f-cd58-42fe-acd9-7b2f8cf9e7c6,peeking,2021-04-02 18:17:29,261,video,cooking,13,neutral,35,cooking
6656,6913,70b0202f-cd58-42fe-acd9-7b2f8cf9e7c6,heart,2020-07-24 10:44:31,261,video,cooking,0,positive,60,cooking
6657,6914,70b0202f-cd58-42fe-acd9-7b2f8cf9e7c6,like,2021-03-04 09:56:11,261,video,cooking,10,positive,50,cooking
6658,6915,70b0202f-cd58-42fe-acd9-7b2f8cf9e7c6,disgust,2020-10-05 10:06:47,261,video,cooking,2,negative,0,cooking
6659,6916,70b0202f-cd58-42fe-acd9-7b2f8cf9e7c6,dislike,2020-11-13 13:14:59,261,video,cooking,11,negative,10,cooking
6660,6917,70b0202f-cd58-42fe-acd9-7b2f8cf9e7c6,heart,2021-05-12 07:46:21,261,video,cooking,0,positive,60,cooking
6661,6918,70b0202f-cd58-42fe-acd9-7b2f8cf9e7c6,intrigued,2021-04-08 18:51:30,261,video,cooking,12,positive,45,cooking
6662,6920,2677e7fa-4c0e-44c5-9d4c-66615a42e86f,heart,2020-10-05 14:11:03,262,photo,dogs,0,positive,60,Other
6663,6921,2677e7fa-4c0e-44c5-9d4c-66615a42e86f,adore,2021-03-15 13:29:06,262,photo,dogs,9,positive,72,Other
6664,6922,2677e7fa-4c0e-44c5-9d4c-66615a42e86f,scared,2021-04-14 08:02:04,262,photo,dogs,14,negative,15,Other
6665,6924,4b10b6a2-d8ad-4f48-835a-e0ec47e7e72c,intrigued,2021-04-17 21:34:38,263,photo,education,12,positive,45,Other
6666,6925,4b10b6a2-d8ad-4f48-835a-e0ec47e7e72c,hate,2021-06-04 07:36:34,263,photo,education,3,negative,5,Other
6667,6926,4b10b6a2-d8ad-4f48-835a-e0ec47e7e72c,like,2020-08-16 17:41:18,263,photo,education,10,positive,50,Other
6668,6927,4b10b6a2-d8ad-4f48-835a-e0ec47e7e72c,cherish,2021-01-24 13:02:17,263,photo,education,8,positive,70,Other
6669,6928,4b10b6a2-d8ad-4f48-835a-e0ec47e7e72c,dislike,2020-10-06 11:33:16,263,photo,education,11,negative,10,Other
6670,6929,4b10b6a2-d8ad-4f48-835a-e0ec47e7e72c,heart,2020-08-20 08:30:36,263,photo,education,0,positive,60,Other
6671,6930,4b10b6a2-d8ad-4f48-835a-e0ec47e7e72c,dislike,2021-03-11 04:40:43,263,photo,education,11,negative,10,Other
6672,6931,4b10b6a2-d8ad-4f48-835a-e0ec47e7e72c,hate,2020-09-04 01:10:17,263,photo,education,3,negative,5,Other
6673,6932,4b10b6a2-d8ad-4f48-835a-e0ec47e7e72c,super love,2020-08-20 02:36:48,263,photo,education,7,positive,75,Other
6674,6933,4b10b6a2-d8ad-4f48-835a-e0ec47e7e72c,disgust,2020-06-25 08:01:01,263,photo,education,2,negative,0,Other
6675,6934,4b10b6a2-d8ad-4f48-835a-e0ec47e7e72c,love,2021-05-17 00:24:21,263,photo,education,6,positive,65,Other
6676,6935,4b10b6a2-d8ad-4f48-835a-e0ec47e7e72c,intrigued,2021-01-12 23:27:59,263,photo,education,12,positive,45,Other
6677,6936,4b10b6a2-d8ad-4f48-835a-e0ec47e7e72c,super love,2020-10-30 19:28:59,263,photo,education,7,positive,75,Other
6678,6937,4b10b6a2-d8ad-4f48-835a-e0ec47e7e72c,heart,2020-07-18 00:22:21,263,photo,education,0,positive,60,Other
6679,6938,4b10b6a2-d8ad-4f48-835a-e0ec47e7e72c,love,2020-12-24 07:20:27,263,photo,education,6,positive,65,Other
6680,6939,4b10b6a2-d8ad-4f48-835a-e0ec47e7e72c,worried,2021-05-19 23:15:17,263,photo,education,15,negative,12,Other
6681,6940,4b10b6a2-d8ad-4f48-835a-e0ec47e7e72c,dislike,2021-04-20 01:40:46,263,photo,education,11,negative,10,Other
6682,6941,4b10b6a2-d8ad-4f48-835a-e0ec47e7e72c,disgust,2021-01-14 23:43:40,263,photo,education,2,negative,0,Other
6683,6942,4b10b6a2-d8ad-4f48-835a-e0ec47e7e72c,cherish,2020-09-30 11:35:06,263,photo,education,8,positive,70,Other
6684,6943,4b10b6a2-d8ad-4f48-835a-e0ec47e7e72c,love,2020-07-12 18:58:07,263,photo,education,6,positive,65,Other
6685,6944,4b10b6a2-d8ad-4f48-835a-e0ec47e7e72c,hate,2021-02-25 04:44:35,263,photo,education,3,negative,5,Other
6686,6945,4b10b6a2-d8ad-4f48-835a-e0ec47e7e72c,like,2021-05-13 22:30:12,263,photo,education,10,positive,50,Other
6687,6946,4b10b6a2-d8ad-4f48-835a-e0ec47e7e72c,intrigued,2021-04-04 17:33:54,263,photo,education,12,positive,45,Other
6688,6947,4b10b6a2-d8ad-4f48-835a-e0ec47e7e72c,super love,2020-10-23 04:37:23,263,photo,education,7,positive,75,Other
6689,6948,4b10b6a2-d8ad-4f48-835a-e0ec47e7e72c,heart,2021-01-19 01:39:10,263,photo,education,0,positive,60,Other
6690,6949,4b10b6a2-d8ad-4f48-835a-e0ec47e7e72c,indifferent,2020-08-08 06:50:52,263,photo,education,5,neutral,20,Other
6691,6950,4b10b6a2-d8ad-4f48-835a-e0ec47e7e72c,dislike,2020-07-22 10:41:19,263,photo,education,11,negative,10,Other
6692,6951,4b10b6a2-d8ad-4f48-835a-e0ec47e7e72c,hate,2021-02-11 23:27:19,263,photo,education,3,negative,5,Other
6693,6952,4b10b6a2-d8ad-4f48-835a-e0ec47e7e72c,interested,2021-03-17 13:05:16,263,photo,education,4,positive,30,Other
6694,6953,4b10b6a2-d8ad-4f48-835a-e0ec47e7e72c,intrigued,2020-07-05 10:58:50,263,photo,education,12,positive,45,Other
6695,6954,4b10b6a2-d8ad-4f48-835a-e0ec47e7e72c,disgust,2020-10-03 06:16:31,263,photo,education,2,negative,0,Other
6696,6955,4b10b6a2-d8ad-4f48-835a-e0ec47e7e72c,scared,2021-04-24 23:59:30,263,photo,education,14,negative,15,Other
6697,6956,4b10b6a2-d8ad-4f48-835a-e0ec47e7e72c,hate,2020-07-02 07:01:23,263,photo,education,3,negative,5,Other
6698,6957,4b10b6a2-d8ad-4f48-835a-e0ec47e7e72c,cherish,2020-09-06 11:23:36,263,photo,education,8,positive,70,Other
6699,6958,4b10b6a2-d8ad-4f48-835a-e0ec47e7e72c,scared,2021-03-26 21:23:03,263,photo,education,14,negative,15,Other
6700,6960,990ad477-b9eb-4ea6-9ec8-3f941f53b758,peeking,2020-10-05 15:04:01,264,audio,animals,13,neutral,35,animals
6701,6961,990ad477-b9eb-4ea6-9ec8-3f941f53b758,super love,2020-09-17 08:48:19,264,audio,animals,7,positive,75,animals
6702,6962,990ad477-b9eb-4ea6-9ec8-3f941f53b758,super love,2020-07-11 18:21:19,264,audio,animals,7,positive,75,animals
6703,6963,990ad477-b9eb-4ea6-9ec8-3f941f53b758,heart,2021-02-23 09:52:50,264,audio,animals,0,positive,60,animals
6704,6964,990ad477-b9eb-4ea6-9ec8-3f941f53b758,super love,2020-07-11 20:21:26,264,audio,animals,7,positive,75,animals
6705,6965,990ad477-b9eb-4ea6-9ec8-3f941f53b758,intrigued,2021-01-08 01:50:33,264,audio,animals,12,positive,45,animals
6706,6966,990ad477-b9eb-4ea6-9ec8-3f941f53b758,dislike,2021-05-11 00:50:14,264,audio,animals,11,negative,10,animals
6707,6967,990ad477-b9eb-4ea6-9ec8-3f941f53b758,intrigued,2020-07-21 11:11:06,264,audio,animals,12,positive,45,animals
6708,6968,990ad477-b9eb-4ea6-9ec8-3f941f53b758,want,2021-03-18 21:54:02,264,audio,animals,1,positive,70,animals
6709,6969,990ad477-b9eb-4ea6-9ec8-3f941f53b758,dislike,2020-10-09 00:37:10,264,audio,animals,11,negative,10,animals
6710,6970,990ad477-b9eb-4ea6-9ec8-3f941f53b758,disgust,2021-01-28 15:29:59,264,audio,animals,2,negative,0,animals
6711,6971,990ad477-b9eb-4ea6-9ec8-3f941f53b758,disgust,2021-01-18 14:56:54,264,audio,animals,2,negative,0,animals
6712,6972,990ad477-b9eb-4ea6-9ec8-3f941f53b758,hate,2020-08-30 21:38:49,264,audio,animals,3,negative,5,animals
6713,6973,990ad477-b9eb-4ea6-9ec8-3f941f53b758,want,2021-05-13 20:31:35,264,audio,animals,1,positive,70,animals
6714,6974,990ad477-b9eb-4ea6-9ec8-3f941f53b758,peeking,2020-07-18 23:38:51,264,audio,animals,13,neutral,35,animals
6715,6975,990ad477-b9eb-4ea6-9ec8-3f941f53b758,dislike,2021-02-07 07:30:21,264,audio,animals,11,negative,10,animals
6716,6976,990ad477-b9eb-4ea6-9ec8-3f941f53b758,interested,2020-08-21 14:31:56,264,audio,animals,4,positive,30,animals
6717,6977,990ad477-b9eb-4ea6-9ec8-3f941f53b758,dislike,2020-12-07 14:04:38,264,audio,animals,11,negative,10,animals
6718,6978,990ad477-b9eb-4ea6-9ec8-3f941f53b758,want,2021-06-14 22:04:39,264,audio,animals,1,positive,70,animals
6719,6979,990ad477-b9eb-4ea6-9ec8-3f941f53b758,disgust,2021-01-09 14:01:32,264,audio,animals,2,negative,0,animals
